Date,Open,High,Low,Close,Volume,Adj Close
2016-06-24,54.470001,55.220001,54.130001,54.43,41369100,54.43
2016-06-23,54.400002,54.68,54.200001,54.669998,12249900,54.669998
2016-06-22,54.23,54.400002,53.990002,54.029999,12937600,54.029999
2016-06-21,53.889999,54.490002,53.439999,54.099998,11883200,54.099998
2016-06-20,54.00,54.189999,53.43,53.759998,14341100,53.759998
2016-06-17,53.43,53.779999,53.009998,53.779999,18673400,53.779999
2016-06-16,52.84,53.48,52.57,53.459999,11898200,53.459999
2016-06-15,52.970001,53.209999,52.759998,52.84,10248700,52.84
2016-06-14,52.369999,53.099998,52.32,52.990002,10705800,52.990002
2016-06-13,52.50,52.830002,52.23,52.57,12394200,52.57
2016-06-10,51.860001,52.830002,51.720001,52.669998,15567400,52.669998
2016-06-09,51.639999,52.00,51.369999,51.950001,9789500,51.950001
2016-06-08,51.509998,51.700001,51.240002,51.52,10464200,51.52
2016-06-07,50.599998,51.990002,50.599998,51.75,15161500,51.75
2016-06-06,51.060001,51.09,50.650002,50.709999,9983500,50.709999
2016-06-03,50.77,51.00,50.610001,50.919998,9461600,50.919998
2016-06-02,50.470001,50.77,50.119999,50.77,8642000,50.77
2016-06-01,50.869999,50.98,50.220001,50.43,10530200,50.43
2016-05-31,50.880001,51.16,50.59,50.900002,15235400,50.900002
2016-05-27,50.389999,50.860001,50.18,50.619999,10640100,50.619999
2016-05-26,49.849998,50.279999,49.790001,50.16,10591200,50.16
2016-05-25,49.630001,50.009998,49.400002,49.849998,9490400,49.849998
2016-05-24,49.360001,49.619999,49.200001,49.580002,11822100,49.580002
2016-05-23,49.66,49.779999,49.049999,49.139999,13214200,49.139999
2016-05-20,49.799999,49.799999,49.470001,49.66,15164200,49.66
2016-05-19,50.00,50.02,49.119999,49.630001,15964800,49.630001
2016-05-18,50.919998,51.029999,50.060001,50.389999,10443100,50.389999
2016-05-17,51.200001,51.349998,50.669998,50.900002,10424800,50.900002
2016-05-16,50.77,51.330002,50.639999,51.23,7840200,51.23
2016-05-13,51.41,51.490002,50.849998,50.939999,9503000,50.939999
2016-05-12,51.220001,51.599998,51.09,51.470001,9888200,51.470001
2016-05-11,51.48,51.700001,51.080002,51.150002,8330900,51.150002
2016-05-10,51.380001,51.549999,51.27,51.540001,7899100,51.540001
2016-05-09,51.220001,51.43,51.009998,51.080002,8602400,51.080002
2016-05-06,50.91,51.139999,50.610001,51.119999,9778000,51.119999
2016-05-05,50.990002,51.040001,50.630001,50.84,10787900,50.84
2016-05-04,50.48,50.990002,50.200001,50.84,8989800,50.84
2016-05-03,51.110001,51.32,50.360001,50.68,12815300,50.68
2016-05-02,51.220001,51.450001,51.040001,51.32,11006100,51.32
2016-04-29,50.950001,51.049999,50.639999,50.939999,13650100,50.939999
2016-04-28,51.299999,51.560001,50.919998,51.02,12861200,51.02
2016-04-27,50.459999,51.810001,50.459999,51.689999,16954500,51.689999
2016-04-26,50.98,51.00,50.279999,50.439999,10045800,50.439999
2016-04-25,50.529999,50.950001,50.279999,50.759998,12439500,50.759998
2016-04-22,50.150002,50.630001,50.049999,50.549999,17823300,50.549999
2016-04-21,50.560001,50.68,49.470001,50.029999,32172200,50.029999
2016-04-20,52.150002,52.220001,51.66,51.75,15412500,51.75
2016-04-19,51.799999,52.169998,51.790001,52.080002,11393400,52.080002
2016-04-18,51.349998,51.900002,51.18,51.73,14322900,51.73
2016-04-15,51.279999,51.490002,51.099998,51.349998,11862000,51.349998
2016-04-14,51.279999,51.549999,51.240002,51.360001,10083300,51.360001
2016-04-13,52.07,52.09,50.84,51.290001,19752900,51.290001
2016-04-12,51.66,52.189999,51.610001,51.950001,12335000,51.950001
2016-04-11,52.360001,52.400002,51.50,51.610001,14975900,51.610001
2016-04-08,52.200001,52.580002,52.049999,52.18,12197900,52.18
2016-04-07,52.52,52.700001,51.77,52.00,23076300,52.00
2016-04-06,53.619999,53.619999,53.130001,53.52,12993600,53.52
2016-04-05,54.380001,54.490002,53.950001,54.09,12979100,53.525001
2016-04-04,54.029999,54.419998,53.799999,54.419998,11402700,53.851552
2016-04-01,53.32,54.09,53.099998,54.009998,13807100,53.445835
2016-03-31,54.009998,54.259998,53.919998,54.080002,12428600,53.515107
2016-03-30,54.169998,54.369999,53.700001,54.040001,14528300,53.475524
2016-03-29,53.509998,54.080002,53.299999,54.049999,10770500,53.485418
2016-03-28,53.560001,53.73,53.200001,53.400002,8527100,52.84221
2016-03-24,52.740002,53.619999,52.66,53.560001,15096400,53.000538
2016-03-23,53.130001,53.23,52.82,52.91,9716100,52.357327
2016-03-22,53.419998,53.459999,53.099998,53.209999,10852000,52.654192
2016-03-21,53.189999,53.59,53.02,53.439999,10679000,52.881789
2016-03-18,53.810001,53.849998,53.240002,53.240002,23209400,52.683881
2016-03-17,53.279999,53.810001,53.189999,53.630001,16401500,53.069807
2016-03-16,52.669998,53.380001,52.400002,53.209999,11866400,52.654192
2016-03-15,52.240002,52.740002,52.240002,52.669998,11295700,52.119832
2016-03-14,52.549999,52.75,52.23,52.540001,11729400,51.991192
2016-03-11,52.650002,52.779999,52.240002,52.529999,15223900,51.981295
2016-03-10,52.549999,52.66,51.990002,52.32,15111100,51.773489
2016-03-09,52.549999,52.959999,52.00,52.34,15466600,51.793281
2016-03-08,52.049999,52.75,51.93,52.459999,14306500,51.912026
2016-03-07,51.529999,52.349998,51.400002,52.209999,14907500,51.664638
2016-03-04,51.75,52.00,51.50,51.810001,13957600,51.268818
2016-03-03,52.139999,52.220001,51.610001,51.889999,15404500,51.347981
2016-03-02,51.459999,52.200001,51.189999,52.119999,14791100,51.575578
2016-03-01,50.990002,51.470001,50.98,51.459999,12003300,50.922472
2016-02-29,50.860001,51.380001,50.689999,50.73,15986300,50.200098
2016-02-26,51.150002,51.34,50.919998,51.02,13011500,50.487069
2016-02-25,50.900002,51.299999,50.779999,51.110001,12358700,50.576129
2016-02-24,50.27,50.869999,50.169998,50.82,11244900,50.289158
2016-02-23,50.970001,50.990002,50.360001,50.630001,11594600,50.101144
2016-02-22,50.860001,51.150002,50.77,51.07,12456000,50.536546
2016-02-19,50.740002,51.07,50.310001,50.860001,15607000,50.328741
2016-02-18,50.119999,51.099998,49.959999,50.939999,19678500,50.407903
2016-02-17,50.41,50.599998,50.080002,50.32,15228900,49.79438
2016-02-16,50.240002,50.299999,49.580002,50.240002,16360000,49.715218
2016-02-12,49.540001,50.189999,49.349998,50.110001,20990900,49.586575
2016-02-11,49.599998,50.099998,49.27,49.389999,30521000,48.874094
2016-02-10,50.189999,50.32,49.619999,49.98,18633100,49.457932
2016-02-09,50.060001,50.610001,49.349998,50.150002,22633900,49.626158
2016-02-08,50.599998,50.799999,49.77,50.740002,27058100,50.209995
2016-02-05,50.32,51.200001,50.310001,50.970001,25790300,50.437592
2016-02-04,50.369999,50.599998,49.669998,50.43,19594300,49.903232
2016-02-03,50.25,50.619999,49.419998,50.619999,20309800,50.091246
2016-02-02,50.610001,50.630001,49.650002,49.91,21607000,49.388663
2016-02-01,49.939999,51.02,49.689999,50.759998,28536600,50.229783
2016-01-29,49.389999,49.990002,49.220001,49.970001,29082600,49.448038
2016-01-28,49.060001,49.459999,48.470001,49.009998,20085200,48.498063
2016-01-27,48.290001,49.490002,48.25,49.029999,33795700,48.517854
2016-01-26,47.130001,48.27,47.049999,48.25,22620900,47.746003
2016-01-25,47.080002,47.779999,46.540001,47.029999,24298800,46.538745
2016-01-22,46.41,47.119999,46.00,47.040001,23075700,46.548643
2016-01-21,45.00,46.330002,44.43,45.869999,31354100,45.390862
2016-01-20,44.380001,44.77,43.790001,44.419998,28290200,43.956008
2016-01-19,44.740002,45.009998,44.529999,44.869999,20364300,44.401308
2016-01-15,44.040001,44.549999,43.860001,44.43,27993900,43.965905
2016-01-14,44.220001,45.189999,44.049999,44.869999,18435000,44.401308
2016-01-13,45.110001,45.27,44.080002,44.150002,19291000,43.688831
2016-01-12,45.240002,45.25,44.529999,44.93,15123000,44.460682
2016-01-11,45.110001,45.23,44.599998,45.09,14226200,44.619011
2016-01-08,45.66,45.740002,44.700001,44.830002,16594800,44.361728
2016-01-07,45.119999,45.669998,45.00,45.27,19277600,44.797131
2016-01-06,45.490002,45.950001,45.279999,45.52,19082700,45.04452
2016-01-05,46.200001,46.549999,45.630001,46.50,15632800,45.455184
2016-01-04,45.669998,45.91,45.360001,45.869999,17821600,44.839338
